Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0114","Sorghum","2005","2005","7021","Annual value","USD","120","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0114","Sorghum","2006","2006","7021","Annual value","USD","153.3","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0114","Sorghum","2007","2007","7021","Annual value","USD","190.7","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0114","Sorghum","2008","2008","7021","Annual value","USD","282.1","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","1994","1994","7021","Annual value","USD","316.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","1995","1995","7021","Annual value","USD","325","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","1996","1996","7021","Annual value","USD","333.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","1997","1997","7021","Annual value","USD","308.9","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","1998","1998","7021","Annual value","USD","302.4","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","1999","1999","7021","Annual value","USD","240.9","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2000","2000","7021","Annual value","USD","191.2","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2001","2001","7021","Annual value","USD","189.3","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2002","2002","7021","Annual value","USD","195","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2003","2003","7021","Annual value","USD","238","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2004","2004","7021","Annual value","USD","266.3","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2005","2005","7021","Annual value","USD","260","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2006","2006","7021","Annual value","USD","264","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2007","2007","7021","Annual value","USD","451.7","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2008","2008","7021","Annual value","USD","520.2","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2009","2009","7021","Annual value","USD","384.2","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2010","2010","7021","Annual value","USD","417.1","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2011","2011","7021","Annual value","USD","455.7","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2012","2012","7021","Annual value","USD","604.2","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2013","2013","7021","Annual value","USD","529.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2014","2014","7021","Annual value","USD","407.4","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2015","2015","7021","Annual value","USD","350.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2016","2016","7021","Annual value","USD","341.9","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2017","2017","7021","Annual value","USD","403.9","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2018","2018","7021","Annual value","USD","358.4","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2019","2019","7021","Annual value","USD","328.5","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2020","2020","7021","Annual value","USD","384.5","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0141","Soya beans","2021","2021","7021","Annual value","USD","660.2","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","1993","1993","7021","Annual value","USD","167.9","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","1994","1994","7021","Annual value","USD","155.4","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","1995","1995","7021","Annual value","USD","164.6","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","1996","1996","7021","Annual value","USD","203.7","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","1997","1997","7021","Annual value","USD","178.4","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","1998","1998","7021","Annual value","USD","163.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","1999","1999","7021","Annual value","USD","132.3","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2000","2000","7021","Annual value","USD","107.5","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2001","2001","7021","Annual value","USD","115.7","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2002","2002","7021","Annual value","USD","117.6","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2003","2003","7021","Annual value","USD","149.4","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2004","2004","7021","Annual value","USD","169","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2005","2005","7021","Annual value","USD","156.7","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2006","2006","7021","Annual value","USD","145.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2007","2007","7021","Annual value","USD","196.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2008","2008","7021","Annual value","USD","308","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2009","2009","7021","Annual value","USD","158.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2010","2010","7021","Annual value","USD","210.4","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2011","2011","7021","Annual value","USD","261.6","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2012","2012","7021","Annual value","USD","238.5","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2013","2013","7021","Annual value","USD","196.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2014","2014","7021","Annual value","USD","209.6","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2015","2015","7021","Annual value","USD","169.1","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2016","2016","7021","Annual value","USD","135","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2017","2017","7021","Annual value","USD","156.5","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2018","2018","7021","Annual value","USD","172.6","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2019","2019","7021","Annual value","USD","167.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2020","2020","7021","Annual value","USD","158.8","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","214.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","1991","1991","7021","Annual value","USD","377","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","1992","1992","7021","Annual value","USD","262.6","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","1993","1993","7021","Annual value","USD","243.4","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","1994","1994","7021","Annual value","USD","400.4","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","1995","1995","7021","Annual value","USD","404.7","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","1996","1996","7021","Annual value","USD","291.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","1997","1997","7021","Annual value","USD","397.2","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","1998","1998","7021","Annual value","USD","374.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","1999","1999","7021","Annual value","USD","281.9","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2000","2000","7021","Annual value","USD","276.5","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2001","2001","7021","Annual value","USD","322","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2002","2002","7021","Annual value","USD","285.1","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2003","2003","7021","Annual value","USD","280.4","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2004","2004","7021","Annual value","USD","298.9","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2005","2005","7021","Annual value","USD","388.1","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2006","2006","7021","Annual value","USD","449.1","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2007","2007","7021","Annual value","USD","448.4","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2008","2008","7021","Annual value","USD","537.6","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2009","2009","7021","Annual value","USD","468.2","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2010","2010","7021","Annual value","USD","539.6","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2011","2011","7021","Annual value","USD","464.9","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2012","2012","7021","Annual value","USD","443.3","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2013","2013","7021","Annual value","USD","524.6","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2014","2014","7021","Annual value","USD","419.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","398.3","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","393","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","376.9","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2018","2018","7021","Annual value","USD","420.1","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2019","2019","7021","Annual value","USD","507.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2020","2020","7021","Annual value","USD","432.9","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","399.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","1991","1991","7021","Annual value","USD","280.1","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","1992","1992","7021","Annual value","USD","289.3","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","1993","1993","7021","Annual value","USD","261.5","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","1994","1994","7021","Annual value","USD","276.4","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","1995","1995","7021","Annual value","USD","311.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","1996","1996","7021","Annual value","USD","304.7","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","1997","1997","7021","Annual value","USD","276.5","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","1998","1998","7021","Annual value","USD","272.4","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","1999","1999","7021","Annual value","USD","269","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2000","2000","7021","Annual value","USD","234.7","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2001","2001","7021","Annual value","USD","225.6","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2002","2002","7021","Annual value","USD","250.7","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2003","2003","7021","Annual value","USD","282.3","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2004","2004","7021","Annual value","USD","217.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2005","2005","7021","Annual value","USD","209.1","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2006","2006","7021","Annual value","USD","220.2","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2007","2007","7021","Annual value","USD","258.3","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2008","2008","7021","Annual value","USD","659.1","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2009","2009","7021","Annual value","USD","516.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2010","2010","7021","Annual value","USD","229.3","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2011","2011","7021","Annual value","USD","370.3","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2012","2012","7021","Annual value","USD","326.3","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2013","2013","7021","Annual value","USD","324.1","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2014","2014","7021","Annual value","USD","342.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2015","2015","7021","Annual value","USD","275.2","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2016","2016","7021","Annual value","USD","345.4","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2017","2017","7021","Annual value","USD","246.3","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2018","2018","7021","Annual value","USD","307.4","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2019","2019","7021","Annual value","USD","256.8","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2020","2020","7021","Annual value","USD","249.1","A","Official figure"
"PP","Producer Prices","196","Cyprus","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","334.5","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1993","1993","7021","Annual value","USD","114.2","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1994","1994","7021","Annual value","USD","117.6","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1995","1995","7021","Annual value","USD","132.8","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1996","1996","7021","Annual value","USD","175.5","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1997","1997","7021","Annual value","USD","121.3","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1998","1998","7021","Annual value","USD","106.6","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1999","1999","7021","Annual value","USD","90.5","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2000","2000","7021","Annual value","USD","91.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2001","2001","7021","Annual value","USD","102.2","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2002","2002","7021","Annual value","USD","99.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2003","2003","7021","Annual value","USD","102.4","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2004","2004","7021","Annual value","USD","146.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2005","2005","7021","Annual value","USD","115.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2006","2006","7021","Annual value","USD","128.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2007","2007","7021","Annual value","USD","206.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2008","2008","7021","Annual value","USD","271.4","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2009","2009","7021","Annual value","USD","146.9","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2010","2010","7021","Annual value","USD","171.8","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2011","2011","7021","Annual value","USD","266","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2012","2012","7021","Annual value","USD","241","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2013","2013","7021","Annual value","USD","258.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2014","2014","7021","Annual value","USD","204.9","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2015","2015","7021","Annual value","USD","153.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","159.6","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","161.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","185","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2019","2019","7021","Annual value","USD","178.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2020","2020","7021","Annual value","USD","168.2","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","226.5","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","1993","1993","7021","Annual value","USD","89.5","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","1994","1994","7021","Annual value","USD","147.3","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","1995","1995","7021","Annual value","USD","300.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","1996","1996","7021","Annual value","USD","193.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","1997","1997","7021","Annual value","USD","88.8","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","1998","1998","7021","Annual value","USD","153.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","1999","1999","7021","Annual value","USD","108.4","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2000","2000","7021","Annual value","USD","116.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2001","2001","7021","Annual value","USD","98.3","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2002","2002","7021","Annual value","USD","151.4","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2003","2003","7021","Annual value","USD","170.5","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2004","2004","7021","Annual value","USD","216.8","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2005","2005","7021","Annual value","USD","117.9","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2006","2006","7021","Annual value","USD","248.9","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2007","2007","7021","Annual value","USD","249.4","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2008","2008","7021","Annual value","USD","180.4","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2009","2009","7021","Annual value","USD","150.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2010","2010","7021","Annual value","USD","177","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2011","2011","7021","Annual value","USD","233","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2012","2012","7021","Annual value","USD","125.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2013","2013","7021","Annual value","USD","298.4","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2014","2014","7021","Annual value","USD","292.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","199.8","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","233.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","207.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2018","2018","7021","Annual value","USD","231.8","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2019","2019","7021","Annual value","USD","315.2","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2020","2020","7021","Annual value","USD","244.9","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","228.9","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0111","Wheat","1993","1993","7021","Annual value","USD","101.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0111","Wheat","1994","1994","7021","Annual value","USD","92.7","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0111","Wheat","1995","1995","7021","Annual value","USD","93.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0111","Wheat","1996","1996","7021","Annual value","USD","129.2","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0111","Wheat","1997","1997","7021","Annual value","USD","124.2","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0111","Wheat","1998","1998","7021","Annual value","USD","106.8","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0111","Wheat","1999","1999","7021","Annual value","USD","80.6","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0111","Wheat","2000","2000","7021","Annual value","USD","88.1","A","Official figure"
"PP","Producer Prices","203","Czechia","5532","Producer Price (USD/tonne)","0111","Wheat","2001","2001","7021","Annual value","USD","103.4","A","Official figure"
